source,code,name,lang,lang_bn,grup,enerc_kcal,water,protcnt,fatce,cho,fibtg,ash,ca,fe,mg,p,k,na,zn,cu,vita,retol,cartbeq,vitd,vite,thia,ribf,nia,vitb6c,folsum,vitc
BD_original,P005,Betki,Bhekti,ভেটকি বা কোরাল মাছ,Marine Fish,67.9,82.52,15.28,0.29,0,0,1.12,0.00884,0.00031,0.02416,0.188,0.355,0.06368,0.00036,0.00079,5.58E-06,5.58E-06,0,1.11E-06,0.00038,1.00E-05,4.00E-05,0.00154,0.085,0,0
BD_original,P006,Black snapper,Black snapper,কালো কোরাল,Marine Fish,90.1,78.09,19.5,1.24,0,0,1.19,0.00991,0.00056,0.02672,0.195,0.341,0.04123,0.0004,2.00E-05,1.46E-05,1.46E-05,0,1.49E-06,0.00051,2.00E-05,0,0.00289,0.106,0,0
BD_original,P007,Bombay duck,Lizard fish,লইট্টা মাছ,Marine Fish,68.6,83.24,13.53,1.03,0,0,1.07,0.159,0.00081,0.02427,0.185,0.188,0.223,0.00042,3.00E-05,3.38E-06,3.38E-06,0,1.25E-06,0.00075,3.00E-05,2.00E-05,0.00064,0.098,0,0
BD_original,P009,Cat fish,Cat fish,মাগুর মাছ,Marine Fish,109,76.22,22.18,2.13,0,0,1.32,0.00554,0.00072,0.02569,0.252,0.429,0.03582,0.00058,3.00E-05,1.41E-05,1.41E-05,0,1.89E-06,0.00038,5.00E-05,5.00E-05,0.00138,0.223,0,0
BD_original,P010,Chakla,Black Kingfish,সাগর গজার,Marine Fish,97,78.36,20.21,1.68,0,0,1.07,0.00655,0.00041,0.02471,0.219,0.343,0.05141,0.00057,0.00038,1.39E-06,1.39E-06,0,2.15E-06,0.00072,6.00E-05,4.00E-05,0.00237,0.09911,0,0
BD_original,P011,Chappal,Unicorn filefish,পটকা মাছ,Marine Fish,75.8,80.61,17.17,0.67,0,0,1.23,0.01022,0.00129,0.02585,0.203,0.306,0.03812,0.00067,0.00043,1.37E-06,1.37E-06,0,2.50E-07,0.00109,6.00E-05,2.00E-05,0.00395,0.185,0,0
BD_original,P012,Chelu,Rainbow runner,তোতা মাছ,Marine Fish,87.5,76.36,20.02,0.7,0,0,1.28,0.00817,0.00067,0.03168,0.252,0.406,0.0376,0.00041,0.00013,1.49E-06,1.49E-06,0,1.03E-06,0.00041,6.00E-05,2.00E-05,0.00219,0.161,0,0
BD_original,P013,Chembali,Chembali,লাল কোরাল,Marine Fish,97,77.54,20.06,1.77,0,0,0.86,0.02372,0.00031,0.03055,0.211,0.323,0.03898,0.00032,3.00E-05,1.59E-06,1.59E-06,0,8.80E-07,0.0012,3.00E-05,6.00E-05,0.0018,0.146,0,0
BD_original,P017,Hilsa,"Ilishmach, Ilish, Hilsa, Ilisha, Hilsha",ইলিশ মাছ,Marine Fish,258.8,60.09,21.8,18.49,0,0,1.11,0.01982,0.00119,0.03062,0.278,0.341,0.08088,0.00064,0.00015,7.42E-06,7.42E-06,0,5.98E-06,0.00135,1.00E-05,4.00E-05,0.00285,0.12,0,0
BD_original,P018,Jallal,Tengra,ট্যাংরা মাছ,Marine Fish,100.4,77.5,21.55,1.46,0,0,1.17,0.01473,0.00046,0.02912,0.204,0.368,0.07433,0.00083,3.00E-05,8.49E-06,8.49E-06,0,9.70E-07,0.00062,2.00E-05,2.00E-05,0.00324,0.08914,0,0
BD_original,P019,Jathi vela meen,Pink ear emperor (,কারুয়া কোরাল,Marine Fish,108.3,75.66,22.45,1.92,0,0,1.26,0.00665,0.00028,0.03112,0.249,0.467,0.03053,0.00035,2.00E-05,3.16E-06,3.16E-06,0,1.03E-06,0.00149,0.00012,2.00E-05,0.00282,0.06745,0,0
BD_original,P020,Kadal bral,Kadal bral,কোবিয়া বা সাগর শোল,Marine Fish,88,79.66,18.72,1.34,0,0,1.27,0.07392,0.00031,0.02955,0.219,0.366,0.05366,0.00038,2.00E-05,1.06E-05,1.06E-05,0,1.62E-06,0.00012,1.00E-05,6.00E-05,0.00176,0.08919,0,0
BD_original,P021,Kadali,Kadali,কদলি,Marine Fish,126.7,73.74,22.07,4.2,0,0,1.06,0.00862,0.00038,0.02623,0.207,0.39,0.03606,0.00035,2.00E-05,2.56E-05,2.56E-05,0,1.04E-06,0.00058,4.00E-05,1.00E-05,0.00186,0.184,0,0
BD_original,P022,Kalamaara,Kalamaara,তপসে মাছ,Marine Fish,125,75.5,20.89,4.54,0,0,1.08,0.00754,0.0005,0.03429,0.227,0.42,0.02933,0.00038,3.00E-05,9.04E-06,9.04E-06,0,1.50E-06,0.00082,6.00E-05,3.00E-05,0.00222,0.16,0,0
BD_original,P028,Thunnus albacares,tuna fish,টুনা মাছ,Marine Fish,108.5,72.69,20.15,3,0,0,1.28,0.006,0.00098,0.03174,0.266,0.321,0.02512,0.00039,8.00E-05,1.02E-05,1.02E-05,0,3.25E-06,0.00075,8.00E-05,7.00E-05,0.00518,0.264,0,0
BD_original,P032,Kulam paarai,koral mach,কোরাল মাছ,Marine Fish,119.7,73.44,21.62,3.6,0,0,1.25,0.01517,0.0005,0.03079,0.244,0.366,0.04917,0.00052,5.00E-05,3.64E-06,3.64E-06,0,2.76E-06,0.00105,6.00E-05,1.00E-05,0.00197,0.218,0,0
BD_original,P033,Maagaa,Tape Machh,টেপা মাছ,Marine Fish,87.5,79.23,20.11,0.67,0,0,1.01,0.00842,0.00023,0.03032,0.181,0.375,0.05228,0.00035,2.00E-05,1.76E-06,1.76E-06,0,1.27E-06,0.00103,2.00E-05,1.00E-05,0.00073,0.106,0,0
BD_original,P034,Mackerel,Mackerel,আইলা বা সুরমা মাছ,Marine Fish,101.1,74.55,21.51,1.53,0,0,1.2,0.03127,0.00146,0.03746,0.231,0.309,0.08301,0.00067,0.00012,1.63E-05,1.63E-05,0,4.50E-07,0.00071,7.00E-05,0.0001,0.00267,0.1,0,0
BD_original,P038,Moon fish,Moon fish,চান্দা মাছ,Marine Fish,125.7,74.21,20.74,4.69,0,0,1.69,0.02918,0.00167,0.03714,0.169,0.157,0.06517,0.00093,0.00016,8.94E-06,8.94E-06,0,5.70E-07,0.0012,7.00E-05,7.00E-05,0.00183,0.136,0,0
BD_original,P040,Hound Needlefish,Hound Needlefish,বড় টুইট্টা মাছ,Marine Fish,82.5,78.96,19.04,0.58,0,0,1.11,0.00861,0.00024,0.0271,0.224,0.33,0.11,0.00071,2.00E-05,1.61E-06,1.61E-06,0,8.70E-07,0.00044,6.00E-05,3.00E-05,0.00265,0.06724,0,0
BD_original,P041,Indo-Pacific sailfish,Indo-Pacific sailfish,পাখি মাছ,Marine Fish,98,75.57,22.89,0.56,0,0,1.21,0.0072,0.0012,0.03008,0.268,0.365,0.06196,0.00058,0.00012,2.15E-05,2.15E-05,0,4.00E-07,0.00053,4.00E-05,4.00E-05,0.00441,0.119,0,0
BD_original,P044,Blacktip Kingfish,Blacktip Kingfish,মৌরি বা পারা মাছ,Marine Fish,104,75.77,21.58,1.84,0,0,1.21,0.01352,0.00069,0.02759,0.284,0.384,0.04522,0.00045,3.00E-05,3.23E-06,3.23E-06,0,1.78E-06,0.0003,3.00E-05,2.00E-05,0.00286,0.173,0,0
BD_original,P046,Panna croaker,Panna croaker,পোয়া মাছ,Marine Fish,94.2,78.63,19.25,1.81,0,0,1,0.01703,0.00042,0.028,0.195,0.364,0.05485,0.00038,1.00E-05,1.89E-06,1.89E-06,0,1.30E-07,0.00044,3.00E-05,5.00E-05,0.00078,0.126,0,0
BD_original,P047,Ribbon fish,Ribbon fish,ছুরি বা তরোয়াল মাছ,Marine Fish,128.3,74.67,21.95,4.44,0,0,1.41,0.01653,0.00038,0.02987,0.17,0.263,0.08265,0.00041,2.00E-05,2.88E-06,2.88E-06,0,1.35E-06,0.00055,4.00E-05,3.00E-05,0.00196,0.07649,0,0
BD_original,P048,Pandugappa,Pandugappa,ভেটকি বা কোরাল মাছ,Marine Fish,86,77.46,19.73,0.65,0,0,1.15,0.01218,0.00047,0.02915,0.203,0.427,0.04915,0.00033,3.00E-05,1.33E-06,1.33E-06,0,3.00E-07,0.00047,4.00E-05,2.00E-05,0.00054,0.262,0,0
BD_original,P049,False Trevally,False Trevally,নারকেলি মাছ,Marine Fish,111.6,77.19,21.5,2.74,0,0,1.08,0.02912,0.00358,0.03252,0.194,0.363,0.08408,0.00056,2.00E-05,2.56E-06,2.56E-06,0,1.13E-06,0.00055,3.00E-05,3.00E-05,0.00098,0.153,0,0
BD_original,P051,Parrot fish,Parrot fish,তোতা মাছ,Marine Fish,89.6,76.84,20.82,0.57,0,0,1.4,0.00921,0.00038,0.02888,0.316,0.432,0.05179,0.00031,6.00E-05,2.47E-06,2.47E-06,0,6.80E-07,0.00026,6.00E-05,2.00E-05,0.00189,0.132,0,0
BD_original,P052,Perinkilichai,Perinkilichai,লাল মাছ,Marine Fish,92.5,78.33,20.89,0.87,0,0,1.02,0.00725,0.00029,0.02901,0.236,0.365,0.03416,0.00036,2.00E-05,1.62E-06,1.62E-06,0,4.40E-07,0.0011,8.00E-05,1.00E-05,0.00148,0.119,0,0
BD_original,P057,Pomfret,"Chandi, Pomfret",রূপচাঁদা,Marine Fish,122.6,75.91,19.02,5.12,0,0,1.01,0.01364,0.00031,0.0322,0.211,0.255,0.04609,0.00053,5.00E-05,3.03E-05,3.03E-05,0,7.10E-07,0.00126,5.00E-05,3.00E-05,0.00138,0.13,0,0
BD_original,P059,Pulli paarai,Pulli paarai,পুলি পাড়াই,Marine Fish,95.4,75.99,20.06,1.55,0,0,1.19,0.02184,0.00035,0.03112,0.232,0.335,0.05856,0.00052,4.00E-05,1.75E-06,1.75E-06,0,1.61E-06,0.00082,5.00E-05,4.00E-05,0.00194,0.101,0,0
BD_original,P063,Rani,Rani,রানি মাছ,Marine Fish,90.1,78.55,18.83,1.49,0,0,1.01,0.0379,0.00087,0.02991,0.208,0.335,0.06317,0.0004,8.00E-05,1.78E-06,1.78E-06,0,1.90E-06,0.00165,1.00E-05,0,0.00133,0.0757,0,0
BD_original,P068,Salmon,Salmon,স্যালমন মাছ,Marine Fish,172.3,67.84,20.97,9.86,0,0,1.13,0.0243,0.00098,0.03118,0.211,0.345,0.02025,0.00051,8.00E-05,1.56E-05,1.56E-05,0,9.40E-07,0.00058,7.00E-05,6.00E-05,0.00445,0.15,0,0
BD_original,P078,Silver carp,Silver carp,সিলভার কার্প,Marine Fish,132.6,72.47,21.71,5.17,0,0,0.95,0.08555,0.00058,0.02497,0.187,0.249,0.0196,0.00057,2.00E-05,6.74E-06,6.74E-06,0,8.60E-07,0.0006,2.00E-05,2.00E-05,0.00187,0.136,0,0
BD_original,P079,Sole fish,Sole fish,বাঁশপাতা মাছ,Marine Fish,87.7,80.18,19.05,1.18,0,0,1.06,0.04728,0.00033,0.02796,0.123,0.199,0.07457,0.00017,2.00E-05,9.53E-06,9.53E-06,0,1.13E-06,0.00018,1.00E-05,2.00E-05,0.00047,0.06889,0,0
BD_original,P083,Telapia,Telapia,তেলাপিয়া মাছ,Marine Fish,83.4,79.57,18.48,1.08,0,0,1.18,0.09939,0.00284,0.02456,0.184,0.255,0.05255,0.00088,4.00E-05,1.71E-05,1.71E-05,0,9.30E-07,0.00186,2.00E-05,0.00018,0.0014,0.176,0,0
BD_original,P084,Tuna,Tuna,টুনা মাছ,Marine Fish,112.3,72.12,24.5,1.44,0,0,1.11,0.00982,0.0016,0.03585,0.292,0.357,0.05289,0.00069,0.00027,1.67E-05,1.67E-05,0,7.40E-07,0.00057,6.00E-05,7.00E-05,0.00473,0.06824,0,0
BD_original,P090,Whale shark,Whale shark,তিমি হাঙ্গর,Marine Fish,95.8,77.59,21.83,0.82,0,0,1.48,0.00832,0.00033,0.02061,0.274,0.365,0.116,0.00038,0.0001,1.97E-06,1.97E-06,0,2.17E-06,0.00017,6.00E-05,4.00E-05,0.0029,0.125,0,0
BD_original,P092,Catfish Eggs,Pabda dim,মাগুর মাছের ডিম,Marine Fish,143.4,69.34,24.68,5.28,0,0,1.57,0.06169,0.00665,0.05993,0.445,0.252,0.05483,0.00311,8.00E-05,2.55E-06,2.55E-06,0,3.27E-06,0.00028,0,0.00019,0.00109,0.148,0,0
BD_original,Q001,Crab,Kankra,কাঁকড়া,Marine Shellfish,82,79.77,10.23,1.41,0,0,1.74,0.128,0.0011,0.03804,0.1,0.171,0.244,0.00076,0.00042,1.55E-06,1.55E-06,0,8.90E-07,0.00633,1.00E-05,0.0001,0.00166,0.12,0,0
BD_original,Q002,Crab sea,Kankra,সামুদ্রিক কাঁকড়া,Marine Shellfish,67.6,79.67,15.36,0.6,0,0,0.92,0.333,0.00098,0.08004,0.193,0.252,0.313,0.00307,0.00084,5.02E-06,5.02E-06,0,7.30E-07,0.00206,5.00E-05,6.00E-05,0.00097,0.117,0,0
BD_original,Q004,"Lobster, king size",Koral chingri,গোলদা চিংড়ি,Marine Shellfish,89.6,77.77,18.54,0.78,0,0,1.08,0.06644,0.00035,0.05016,0.261,0.315,0.191,0.00192,0.00049,1.50E-05,1.50E-05,0,2.80E-07,0.00052,1.00E-05,2.00E-05,0.00187,0.156,0,0
BD_original,Q005,Mud crab,Chokha kankra,শীলা কাঁকড়া,Marine Shellfish,45.4,83.1,10,0.55,0,0,2.6,0.201,0.00087,0.04692,0.153,0.227,0.305,0.0033,0.00123,8.33E-06,8.33E-06,0,1.08E-06,0.00234,6.00E-05,0.00014,0.0006,0.18,0,0
BD_original,R002,"Clam, white shell, ribbed",Jhinuk,ঝিনুক,Marine Mollusks,59.8,80.27,11.82,1.34,0,0,0.85,0.05,0.00094,0.08664,0.192,0.245,0.404,0.00116,0.00031,8.50E-06,8.50E-06,0,2.18E-06,0.00121,6.00E-05,0.00011,0.0009,0.108,0,0
BD_original,R003,Octopus,Octopus,অক্টোপাস,Marine Mollusks,79.8,80.45,14.71,1.12,0,0,1.21,0.0221,0.00108,0.05092,0.131,0.181,0.23,0.00407,0.00672,2.80E-05,2.80E-05,0,6.70E-07,0.00066,5.00E-05,5.00E-05,0.00118,0.08771,0,0
BD_original,S001,Cat fish,"Tengra, Singi",মাগুর মাছ,Fresh Water Fish and Shellfish,123.8,77.23,15.86,6.24,0,0,0.93,0.02199,0.00082,0.01878,0.157,0.25,0.02829,0.00071,3.00E-05,1.36E-05,1.36E-05,0,1.48E-06,0.00038,1.00E-05,7.00E-05,0.00174,0.114,0,0
BD_original,S002,Catla,"Katla, Pla Kra Ho",কাতল মাছ,Fresh Water Fish and Shellfish,94.2,78.43,17.94,2.15,0,0,0.94,0.04353,0.00114,0.02558,0.182,0.301,0.03656,0.00068,6.00E-05,4.32E-06,4.32E-06,0,2.06E-06,0.00235,1.00E-05,3.00E-05,0.00221,0.116,0,0
BD_original,S003,Fresh water Eel,"Baan maach, Baam",বাইম মাছ,Fresh Water Fish and Shellfish,107.8,75.57,20.41,2.63,0,0,1.03,0.05299,0.00154,0.0425,0.361,0.45,0.08867,0.00223,0.00272,0.000866,0.000866,0,4.38E-06,0.0018,0,0.00031,0.0023,0.106,0,0
BD_original,S004,Gold fish,Shona maach,গোল্ডফিশ,Fresh Water Fish and Shellfish,94.6,79.07,16.91,2.94,0,0,1.1,0.04789,0.00076,0.02166,0.185,0.243,0.02753,0.00169,3.00E-05,2.30E-05,2.30E-05,0,2.80E-07,0.0021,0,5.00E-05,0.00186,0.225,0,0
BD_original,S005,Pangas,Pangas,পাঙ্গাস মাছ,Fresh Water Fish and Shellfish,203.6,68.5,17.12,16.77,0,0,1.12,0.01119,0.00069,0.02509,0.179,0.282,0.03742,0.00069,4.00E-05,1.46E-05,1.46E-05,0,2.80E-07,0.0028,0,5.00E-05,0.00128,0.229,0,0
BD_original,S006,Rohu,"Rahu, Rui, Ruee",রুই,Fresh Water Fish and Shellfish,102.3,76.34,19.71,2.39,0,0,1.28,0.03937,0.00104,0.02653,0.2,0.303,0.03556,0.0008,5.00E-05,3.87E-06,3.87E-06,0,1.01E-06,0.0024,0,4.00E-05,0.00233,0.24,0,0
BD_original,S007,Crab,Kankra,কাঁকড়া,Fresh Water Fish and Shellfish,78.2,80.58,13.23,0.89,0,0,1.23,0.199,0.0011,0.06677,0.208,0.286,0.28,0.00249,0.00052,1.26E-05,1.26E-05,0,1.37E-06,0.00485,1.00E-05,0.00011,0.00154,0.202,0,0
BD_original,S008,"Prawns, big",Golda chingri,গলদা চিংড়ি,Fresh Water Fish and Shellfish,90.8,77.43,19.24,0.52,0,0,0.84,0.04855,0.00078,0.03925,0.237,0.269,0.849,0.00144,0.00069,3.56E-06,3.56E-06,0,4.50E-07,0,0,2.00E-05,0.00131,0.186,0,0
BD_original,S009,"Prawns, small",Kucho chingri,ছোট চিংড়ি,Fresh Water Fish and Shellfish,71,82.58,13.07,0.78,0,0,0.86,0.06799,0.00087,0.02691,0.192,0.224,0.07771,0.00087,0.00014,2.78E-06,2.78E-06,0,1.10E-06,0.00175,1.00E-05,3.00E-05,0.00054,0.207,0,0
BD_original,S010,Tiger prawns,Chingri,বাগদা চিংড়ি,Fresh Water Fish and Shellfish,67.9,83.24,14.24,0.66,0,0,0.83,0.0579,0.00084,0.02294,0.155,0.149,0.08077,0.00102,0.00039,5.50E-07,5.50E-07,0,1.61E-06,0.00165,1.00E-05,4.00E-05,0.00128,0.216,0,0
BD_original,T005,Groundnut oil,China badam tel,চিনাবাদাম তেল,Edible Oils and Fats,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BD_original,code,Barley,Barley,বার্লি,Cereals and Millets,315.7,9.77,10.94,1.3,72.73,15.64,1.06,0.02864,0.00156,0.04897,0.178,0.268,0.00756,0.0015,0.00043,0,0,,0,1.00E-05,0.00036,0.00018,0.00284,0.00031,3.16E-05,0
BD_original,code,Maize dry,Bhutta,ভুট্টা,Cereals and Millets,334.1,9.26,8.8,3.77,61.01,12.24,1.17,0.00891,0.00249,0.145,0.279,0.291,0.00444,0.00227,0.00045,0.000296,0,,3.36E-05,0.00036,0.00033,9.00E-05,0.00269,0.00034,2.58E-05,0
BD_original,code,Maize tender local,Bhutta,ভুট্টা,Cereals and Millets,120,68.29,3.57,1.4,17.35,3.67,0.38,0.00635,0.00071,0.04762,0.163,0.167,0.00224,0.00097,0.00018,7.35E-05,0,,4.23E-05,9.00E-05,0.00017,0.00012,0.00113,0.00045,6.30E-05,0.00426
BD_original,code,Maize tender sweet,Bhutta,ভুট্টা,Cereals and Millets,96.8,74.4,4.16,1.35,12.11,3.3,0.36,0.00637,0.00054,0.03651,0.121,0.297,0.00223,0.00077,0.00011,0.00010542,0,,1.69E-05,0.0001,0.0001,0.00014,0.00114,0.00038,5.97E-05,0.00572
BD_original,code,Rice puffed,Muri,মুড়ি,Cereals and Millets,361.9,9.4,7.47,1.62,69.89,2.56,1.28,0.01509,0.00455,0.06459,0.152,0.14,0.00369,0.00145,0.00025,0,0,,0,4.00E-05,0.00011,4.00E-05,0.00187,7.00E-05,0,0
BD_original,code,Rice raw brown,"Rice, raw, brown",ঢেঁকি ছাঁটা চাল,Cereals and Millets,353.7,9.33,9.16,1.24,72,4.43,1.04,0.01093,0.00102,0.09391,0.267,0.199,0.00364,0.00168,0.00037,0,0,,0,0.00069,0.00027,6.00E-05,0.0034,0.00037,1.15E-05,0
BD_original,code,Rice parboiled milled,Siddha chowl,সিদ্ধ চাল,Cereals and Millets,351.6,10.09,7.81,0.55,76.8,3.74,0.65,0.00811,0.00072,0.02672,0.14,0.142,0.00316,0.00108,0.00027,0,0,,0,9.00E-05,0.00017,6.00E-05,0.00251,0.00022,9.75E-06,0
BD_original,A015,Rice raw milled,Chowl,আতপ চাল,Cereals and Millets,356.4,9.93,7.94,0.52,76.39,2.81,0.56,0.00749,0.00065,0.0193,0.096,0.108,0.00234,0.00121,0.00023,0,0,,0,6.00E-05,5.00E-05,5.00E-05,0.00169,0.00012,9.32E-06,0
BD_original,A016,Samai,Sama,সেমাই,Cereals and Millets,346.3,11.36,10.13,3.89,56.43,7.72,1.34,0.01606,0.00126,0.09141,0.13,0.105,0.00477,0.00182,0.00034,1.91E-06,0,,3.75E-06,0.00055,0.00026,5.00E-05,0.00129,4.00E-05,3.62E-05,0
BD_original,A018,Wheat flour refined,Maida,ময়দা,Cereals and Millets,351.8,11.34,10.36,0.76,71.82,2.76,0.51,0.0204,0.00177,0.03069,0.11,0.148,0.00154,0.00088,0.00017,1.97E-06,0,,6.73E-06,5.00E-05,0.00015,6.00E-05,0.00077,8.00E-05,1.63E-05,0
BD_original,A019,Wheat flour atta,Ata,আটা,Cereals and Millets,320.3,11.1,10.57,1.53,58.62,11.36,1.28,0.03094,0.0041,0.125,0.315,0.311,0.00204,0.00285,0.00048,2.67E-06,0,,1.34E-05,0.00026,0.00042,0.00015,0.00237,0.00025,2.92E-05,0
BD_original,A020,Wheat whole,Gom,আস্ত গম,Cereals and Millets,321.9,10.58,10.59,1.47,59.3,11.23,1.42,0.03936,0.00397,0.125,0.315,0.366,0.0025,0.00285,0.00049,3.03E-06,0,,1.75E-05,0.00077,0.00046,0.00015,0.00268,0.00026,3.01E-05,0
BD_original,A022,Wheat semolina,Suji,সুজি,Cereals and Millets,333.7,8.94,11.38,0.74,59.85,9.72,0.8,0.02938,0.00298,0.03789,0.119,0.284,0.00231,0.00213,0.00046,1.60E-06,0,,8.19E-06,0.0002,0.00029,4.00E-05,0.00113,0.00011,2.57E-05,0
BD_original,A023,Wheat vermicelli,Semai,সেমাই,Cereals and Millets,332.7,9.59,9.7,0.45,56.99,9.28,0.6,0.01942,0.00202,0.03418,0.099,0.163,0.00271,0.00083,0.00019,1.68E-06,0,,4.06E-06,3.00E-05,0.00013,1.00E-05,0.00086,3.00E-05,1.44E-05,0
BD_original,A024,Wheat vermicelli roasted,Semai,সেমাই,Cereals and Millets,340.1,7.61,10.37,0.49,56.69,9.55,0.56,0.02263,0.00209,0.03903,0.107,0.177,0.00343,0.00088,0.00022,9.20E-07,0,,3.21E-06,1.00E-05,0.00012,1.00E-05,0.00067,3.00E-05,1.32E-05,0
BD_original,B001,Bengal gram dal,Cholar dal,ছোলার ডাল,Grain Legumes,329.1,9.18,21.55,5.31,41.52,15.15,2.1,0.04632,0.00608,0.118,0.325,0.957,0.02083,0.00365,0.00082,0.000165,0,,1.75E-06,0.00019,0.00035,0.00015,0.00187,0.00019,0.000182,0
BD_original,B002,Bengal gram whole,Chola,ছোলা,Grain Legumes,287,8.56,18.77,5.11,36.68,25.22,2.78,0.15,0.00678,0.16,0.267,0.935,0.02656,0.00337,0.00085,0.000172,0,,1.93E-06,0.00172,0.00037,0.00024,0.0021,0.00036,0.000233,0
BD_original,B003,Black gram dal,Biulir dal,বিউলির ডাল,Grain Legumes,324.1,9.16,23.06,1.69,48.73,11.93,3.17,0.05567,0.00467,0.173,0.375,1.157,0.01888,0.003,0.00064,1.01E-05,0,,8.42E-06,0.00017,0.00021,9.00E-05,0.00176,0.00022,8.88E-05,0
BD_original,B004,Black gram whole,Mashkolail,মাষকলাই,Grain Legumes,291.3,8.7,21.97,1.58,42.64,20.41,3.35,0.08618,0.00597,0.19,0.345,1.093,0.0268,0.00305,0.00076,1.28E-05,0,,1.68E-05,0.00023,0.00032,0.00011,0.00185,0.00053,0.000134,0
BD_original,B006,Cowpea,Barbati,বরবটি,Grain Legumes,320.3,9.32,21.25,1.14,47.51,11.7,2.83,0.0841,0.00504,0.213,0.378,1.243,0.01252,0.00357,0.00068,8.21E-06,0,,9.30E-07,0.00065,0.00034,9.00E-05,0.00151,0.00026,0.000249,0
BD_original,B009,Field bean,Shim,শিম,Grain Legumes,280.4,8.61,19.84,0.94,44.32,22.99,3.09,0.07724,0.0055,0.19,0.448,1.36,0.0017,0.0028,0.00094,0,0,,4.26E-06,0.00052,0.00037,7.00E-05,0.00196,0.00038,0.000289,0
BD_original,B010,Green gram dal,Mung dal,সবুজ মুগ ডাল,Grain Legumes,325.8,9.77,23.88,1.35,42.01,9.37,3.04,0.04313,0.00393,0.155,0.416,1.268,0.01014,0.00249,0.00097,0.000122,0,,2.05E-06,0.00023,0.00035,0.00012,0.00184,0.00019,9.21E-05,0
BD_original,B012,Horse gram whole,Kulotto- kalai,কুলথি ডাল বা কুর্তি কলাই,Grain Legumes,329.6,9.28,21.73,0.62,48.31,7.88,3.24,0.269,0.00876,0.152,0.298,1.065,0.01214,0.00271,0.00129,5.86E-05,0,,1.80E-06,0.00027,0.00032,0.00024,0.00182,0.00021,0.000163,0
BD_original,B013,Lentil dal,Mosur dal,মসুর ডাল,Grain Legumes,322.4,9.71,24.35,0.75,46.39,10.43,2.23,0.04432,0.00706,0.07469,0.31,0.786,0.01027,0.00361,0.00096,6.34E-06,0,,1.31E-06,0.00016,0.00034,0.00016,0.00181,0.00018,5.00E-05,0
BD_original,B014,Lentil whole brown,Mosur,আস্ত মসুর ডাল,Grain Legumes,299,9.2,22.49,0.64,43.03,16.82,2.39,0.07613,0.00757,0.101,0.274,0.756,0.0112,0.0036,0.00098,1.03E-05,0,,1.45E-05,0.00019,0.0004,0.00022,0.00254,0.00046,0.000132,0
BD_original,B015,Lentil whole yellowish,Mosur,মুগডাল বা ছোলার ডাল,Grain Legumes,297.8,9.75,22.87,0.61,43.58,16.66,2.2,0.07666,0.00791,0.08638,0.261,0.764,0.01087,0.00331,0.00088,1.26E-05,0,,1.77E-05,0.00019,0.00042,0.00022,0.00256,0.00047,0.000121,0
BD_original,B016,Moth bean,Kheri,বনমুগ ডাল,Grain Legumes,308.6,8.14,19.75,1.76,48,15.12,3.14,0.154,0.0079,0.205,0.362,1.356,0.02634,0.00192,0.00064,3.57E-06,0,,9.77E-06,0.00079,0.00045,9.00E-05,0.00187,0.00016,0.000349,0
BD_original,B017,Peas dry,Matar,শুকনো মটর,Grain Legumes,303.3,9.33,20.43,1.89,45.07,17.01,2.41,0.07511,0.00509,0.123,0.334,0.922,0.0234,0.0031,0.00068,6.57E-05,0,,1.52E-05,0.00032,0.00056,0.00016,0.00269,0.00026,0.00011,0
BD_original,B018,Rajmah black,Barbati beej,কালো কিডনি বিন,Grain Legumes,298,8.69,19.01,1.62,40.46,17.74,3.35,0.134,0.00617,0.16,0.386,1.362,0.0094,0.00308,0.00087,1.95E-06,0,,2.80E-05,0.00021,0.00021,0.00019,0.00261,0.00023,0.000332,0
BD_original,B019,Rajmah brown,Barbati beej,বাদামী বা সাদা রাজমা,Grain Legumes,297.6,9.68,19.5,1.68,40.32,16.95,3.36,0.134,0.0063,0.164,0.396,1.366,0.01047,0.0026,0.00089,2.16E-06,0,,2.58E-05,0.00023,0.00026,0.00021,0.00237,0.00021,0.00033,0
BD_original,B020,Rajmah red,Barbati beej,লাল কিডনি বিন,Grain Legumes,299.2,9.87,19.91,1.77,40.07,16.57,3.28,0.126,0.00613,0.173,0.409,1.324,0.01045,0.00269,0.00078,1.60E-06,0,,2.67E-05,0.00023,0.0003,0.00019,0.00242,0.00021,0.000316,0
BD_original,B022,Red gram whole,"Red gram, whole",অড়হর ডাল,Grain Legumes,273.9,9.3,20.47,1.38,40.27,22.84,3.53,0.139,0.00537,0.155,0.312,1.303,0.01903,0.00299,0.00132,0.000149,0,,2.78E-06,0.0008,0.00074,0.00015,0.00242,0.00042,0.000229,0
BD_original,B023,Ricebean,Galmoong,রাম কলাই বা গাইমুং,Grain Legumes,302.3,11.12,19.97,0.74,45.38,13.37,3.54,0.2,0.00476,0.201,0.27,1.196,0.01062,0.00229,0.00075,0,0,,8.26E-06,0.00106,0.00046,0.00014,0.00232,0.00013,0.000122,0.00111
